path,label,status,issues,duplicate_of
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_349 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_349.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_350.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_351.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_352.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_353.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_354.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_355.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_356 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_356.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_357 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_357.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_358 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_358.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_359 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_359.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_360 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_360.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_361 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_361.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_362 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_362.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_363 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_363.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_364.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_365 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_365.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_366 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_366.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_367 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_367.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_368.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_369.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_370 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_370.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_371 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_371.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_372 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_372.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_373 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_373.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_374.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_375 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_375.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_376.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_377 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_377.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_378 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_378.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_379.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_380 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_380.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_381 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_381.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_382.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_383 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_383.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_384.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_385.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_386.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_387 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_387.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_388.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_389 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_389.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_390.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_391 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_391.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_392 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_392.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_393 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_393.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_394 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_394.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_395 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_395.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_396.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_397 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_397.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_398.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_399 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_399.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_400.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_401 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_401.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_402 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_402.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_403 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_403.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_404 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_404.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_405 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_405.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_406 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_406.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_407.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_408 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_408.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_409 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_409.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_410 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_410.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_411 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_411.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_412.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_413.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_414 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_414.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_415.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_416 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_416.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_417 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_417.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_418 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_418.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_419 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_419.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_420 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_420.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_421 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_421.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_422 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_422.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_423 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_423.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_424.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_425.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_426 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_426.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_427 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_427.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_428 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_428.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_429 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_429.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_430 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_430.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_431 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_431.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_432 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_432.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_433 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_433.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_434 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_434.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_435.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_436 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_436.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_437 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_437.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_438.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_439 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_439.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_440 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_440.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_441 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_441.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_442 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_442.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_443.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_444.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_445.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_446 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_446.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_447 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_447.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_448.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_449 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_449.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_450.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_451.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_452 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_452.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_453.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_454.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_455 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_455.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_456 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_456.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_457 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_457.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_458 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_458.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_459 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_459.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_460 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_460.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_461 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_461.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_462 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_462.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_463 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_463.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_464.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_465 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_465.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_466 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_466.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_467 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_467.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_468 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_468.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_469 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_469.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_470 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_470.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_471 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_471.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_472.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_473 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_473.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_474 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_474.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_475 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_475.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_476 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_476.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_477 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_477.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_478 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_478.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_479 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_479.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_480 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_480.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_481 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_481.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_482 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_482.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_483 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_483.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_484 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_484.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_485 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_485.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_486 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_486.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_487.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_488.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_489.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_490 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_490.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_491 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_491.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_492.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_493 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_493.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_494 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_494.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_495.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_496 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_496.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_497 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_497.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_498.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_499 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_499.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_500 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_500.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_501 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_501.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_502.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_503 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_503.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_504 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_504.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_505 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_505.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_506 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_506.jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_507 (2).jpg,Phoma,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Phoma/aug_0_507.jpg,Phoma,excluded_pattern,,
